Package_Name	Class_Name	Function_Name	Func_Readability
com.eviware.soapui.impl	WorkspaceImpl	removeProject		0.0221875
com.eviware.soapui.impl	WorkspaceImpl	reloadProject		0.004342507645259939
com.eviware.soapui.impl	WorkspaceImpl	fireProjectRemoved		0.07888888888888888
com.eviware.soapui.impl	WorkspaceImpl	getIndexOfProject		0.71
com.eviware.soapui.impl	WorkspaceImpl	importRemoteProject		0.07888888888888888
com.eviware.soapui.impl	WorkspaceImpl	closeProject		0.03170493197278911
com.eviware.soapui.impl	WorkspaceImpl	getOpenProjectList		0.0
com.eviware.soapui.impl	WorkspaceImpl	openProject		0.71
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	AbstractTestPropertyHolderWsdlModelItem		0.022666666666666665
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	setPropertiesConfig		0.0
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	addProperty		0.645
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	addTestPropertyListener		0.605
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	getProperty		0.645
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	getPropertyValue		0.645
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	removeProperty		0.0
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	removeTestPropertyListener		0.605
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	setPropertyValue		0.5425
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	renameProperty		0.3225
com.eviware.soapui.impl.wsdl	AbstractTestPropertyHolderWsdlModelItem	hasProperty		0.645
com.eviware.soapui.impl.wsdl	AbstractWsdlModelItem	AbstractWsdlModelItem		0.016585365853658534
com.eviware.soapui.impl.wsdl	AbstractWsdlModelItem	setIcon		0.024999999999999998
com.eviware.soapui.impl.wsdl	AbstractWsdlModelItem	getDescription		0.43
com.eviware.soapui.impl.wsdl	AbstractWsdlModelItem	setSettings		0.0
com.eviware.soapui.impl.wsdl	AbstractWsdlModelItem	getWsdlModelItemByName		0.16125
com.eviware.soapui.impl.wsdl	AbstractWsdlModelItem	afterLoad		0.07400000000000001
com.eviware.soapui.impl.wsdl.actions.iface	AbstractSwingAction	AbstractSwingAction		0.019374475572643365
com.eviware.soapui.impl.wsdl.actions.iface	ExportDefinitionAction	exportDefinition		0.298
